sector,reporter,partner,reporter_code,partner_code,value,year,flow
energy,France,Ireland,251,372,2830517067.8065767,2022,export
energy,France,Jordan,251,400,323910754.7026386,2022,export
energy,France,Kenya,251,404,65682989.09709775,2022,export
energy,France,Rep. of Korea,251,410,5869995361.987714,2022,export
energy,France,Lebanon,251,422,327469995.60952926,2022,export
energy,France,Latvia,251,428,271035959.90025765,2022,export
energy,France,Luxembourg,251,442,2611049872.9953394,2022,export
energy,France,Malta,251,470,1178209732.3540277,2022,export
energy,France,Mauritania,251,478,289359333.6795981,2022,export
energy,France,Rep. of Moldova,251,498,109463112.98207869,2022,export
energy,France,Morocco,251,504,5789558667.3934,2022,export
energy,France,New Caledonia,251,540,433111430.8245228,2022,export
energy,France,"Other Africa, nes",251,577,155057023.8460149,2022,export
energy,France,Panama,251,591,381390807.79086095,2022,export
energy,France,Peru,251,604,248297209.08204475,2022,export
energy,France,Philippines,251,608,662454789.5998911,2022,export
energy,France,Poland,251,616,10045262487.349304,2022,export
energy,France,Portugal,251,620,9281590653.798576,2022,export
energy,France,Russian Federation,251,643,830741511.2974626,2022,export
energy,France,Singapore,251,702,2600235477.654307,2022,export
energy,France,Slovakia,251,703,3309110593.445463,2022,export
energy,France,Viet Nam,251,704,1037693384.5689313,2022,export
energy,France,South Africa,251,710,2860938759.464682,2022,export
energy,France,Spain,251,724,66965908695.463165,2022,export
energy,France,United Arab Emirates,251,784,6361042698.069962,2022,export
energy,France,Türkiye,251,792,5445123019.7687845,2022,export
energy,France,Ukraine,251,804,1353468525.584219,2022,export
energy,France,Bunkers,251,837,1170537780.4628491,2022,export
energy,France,USA,251,842,73913421547.93517,2022,export
energy,France,Burkina Faso,251,854,413767768.92945886,2022,export
energy,France,Uruguay,251,858,142151182.70454812,2022,export
energy,France,Yemen,251,887,99179428.38723044,2022,export
energy,Germany,Angola,276,24,75123139.72582282,2022,export
energy,Germany,Azerbaijan,276,31,258583103.5488863,2022,export
energy,Germany,Austria,276,40,100244881404.5095,2022,export
energy,Germany,Bahamas,276,44,311798986.9696534,2022,export
energy,Germany,Bolivia (Plurinational State of),276,68,74958242.63413215,2022,export
energy,Germany,Bosnia Herzegovina,276,70,1367824766.2287621,2022,export
energy,Germany,Bulgaria,276,100,6432511834.3393,2022,export
energy,Germany,Belarus,276,112,451266172.1777058,2022,export
energy,Germany,Cameroon,276,120,79662963.46939285,2022,export
energy,Germany,Sri Lanka,276,144,351186561.16951525,2022,export
energy,Germany,Chile,276,152,4239185305.197321,2022,export
energy,Germany,Czechia,276,203,36334900988.656044,2022,export
energy,Germany,Estonia,276,233,4519468142.657039,2022,export
energy,Germany,Finland,276,246,18903020367.1188,2022,export
energy,Germany,Georgia,276,268,547353374.6373436,2022,export
energy,Germany,State of Palestine,276,275,124744392.56750284,2022,export
energy,Germany,Ghana,276,288,382561583.0458752,2022,export
energy,Germany,Guatemala,276,320,472682928.6295695,2022,export
energy,Germany,"China, Hong Kong SAR",276,344,4600738788.653766,2022,export
energy,Germany,Hungary,276,348,38492443559.626656,2022,export
energy,Germany,Iran,276,364,823359865.3311769,2022,export
energy,Germany,Iraq,276,368,1276995581.719108,2022,export
energy,Germany,Côte d'Ivoire,276,384,471173996.46338,2022,export
energy,Germany,Japan,276,392,15189688055.566603,2022,export
energy,Germany,Kazakhstan,276,398,2569790485.7978115,2022,export
energy,Germany,Kuwait,276,414,1800633492.854527,2022,export
energy,Germany,Kyrgyzstan,276,417,245328325.70126027,2022,export
energy,Germany,Liberia,276,430,1246834538.2175527,2022,export
energy,Germany,Lithuania,276,440,6624648936.267833,2022,export
energy,Germany,Luxembourg,276,442,11489820232.963255,2022,export
energy,Germany,Mali,276,466,96323225.64837043,2022,export
energy,Germany,Malta,276,470,1300663025.2069983,2022,export
energy,Germany,Mexico,276,484,6662564725.373079,2022,export
energy,Germany,"Other Asia, nes",276,490,9624251872.06143,2022,export
energy,Germany,Montenegro,276,499,151086721.15064642,2022,export
energy,Germany,Oman,276,512,504162617.5689278,2022,export
energy,Germany,Netherlands,276,528,27220243428.82308,2022,export
energy,Germany,New Zealand,276,554,954801652.2729787,2022,export
energy,Germany,Nigeria,276,566,834750993.5990599,2022,export
energy,Germany,Paraguay,276,600,111499113.57760547,2022,export
energy,Germany,Peru,276,604,1913621129.7332506,2022,export
energy,Germany,Philippines,276,608,1903156858.5645022,2022,export
energy,Germany,Portugal,276,620,7459449125.880152,2022,export
energy,Germany,Romania,276,642,12737643132.750353,2022,export
energy,Germany,Senegal,276,686,68186311.15847653,2022,export
energy,Germany,India,276,699,8911664722.431889,2022,export
energy,Germany,Slovakia,276,703,5464391271.987145,2022,export
energy,Germany,Viet Nam,276,704,3215793702.655672,2022,export
energy,Germany,Sweden,276,752,41092331544.55422,2022,export
energy,Germany,United Arab Emirates,276,784,3914399973.502413,2022,export
energy,Germany,Tunisia,276,788,3133911496.335735,2022,export
energy,Germany,Türkiye,276,792,20658654630.0412,2022,export
energy,Germany,Turkmenistan,276,795,226473352.48307,2022,export
energy,Germany,Egypt,276,818,4925746414.130208,2022,export
energy,Germany,United Rep. of Tanzania,276,834,302723237.2370216,2022,export
energy,Germany,Bunkers,276,837,4224797940.9285574,2022,export
energy,Germany,Uruguay,276,858,202876890.20047134,2022,export
energy,Germany,"Areas, nes",276,899,15805344965.151825,2022,export
energy,India,Belgium,699,56,7618388261.241136,2022,export
energy,India,Bhutan,699,64,1238478273.04715,2022,export
energy,India,Brazil,699,76,10888038787.193367,2022,export
energy,India,Bulgaria,699,100,253023186.2590916,2022,export
energy,India,Myanmar,699,104,659196644.9383152,2022,export
energy,India,Cambodia,699,116,58295127.93714277,2022,export
energy,India,Chile,699,152,1228713888.0659297,2022,export
energy,India,China,699,156,17714736655.069416,2022,export
energy,India,Congo,699,178,284590883.46008855,2022,export
energy,India,Dem. Rep. of the Congo,699,180,691457499.3100097,2022,export
energy,India,Costa Rica,699,188,277124192.5174252,2022,export
energy,India,Czechia,699,203,226510706.95598948,2022,export
energy,India,Benin,699,204,289733584.2164265,2022,export
energy,India,Ecuador,699,218,227305653.7484859,2022,export
energy,India,Finland,699,246,113614450.13394248,2022,export
energy,India,Georgia,699,268,165078177.66304186,2022,export
energy,India,Germany,699,276,16998499862.377365,2022,export
energy,India,Greece,699,300,928925303.6508057,2022,export
energy,India,"China, Hong Kong SAR",699,344,13726766868.784216,2022,export
energy,India,Hungary,699,348,267342045.77697772,2022,export
energy,India,Indonesia,699,360,16142691524.520674,2022,export
energy,India,Israel,699,376,5570578709.722564,2022,export
energy,India,Côte d'Ivoire,699,384,809625433.493988,2022,export
energy,India,Japan,699,392,2091136472.191126,2022,export
energy,India,Kazakhstan,699,398,645173130.312474,2022,export
energy,India,Rep. of Korea,699,410,4039102820.971987,2022,export
energy,India,Kuwait,699,414,938196133.1346129,2022,export
energy,India,Lebanon,699,422,621482294.1701195,2022,export
energy,India,Latvia,699,428,74603270.49746203,2022,export
energy,India,Mali,699,466,142365169.52753958,2022,export
energy,India,"Other Asia, nes",699,490,1680947551.20213,2022,export
energy,India,Netherlands,699,528,29704684648.725864,2022,export
energy,India,Nicaragua,699,558,176532504.62466654,2022,export
energy,India,Paraguay,699,600,251225160.13083187,2022,export
energy,India,Peru,699,604,801714505.7448767,2022,export
energy,India,Philippines,699,608,896285685.2949126,2022,export
energy,India,Qatar,699,634,1786345829.775012,2022,export
energy,India,Russian Federation,699,643,1639974803.1075377,2022,export
energy,India,Sierra Leone,699,694,323033569.1521832,2022,export
energy,India,Singapore,699,702,7499431588.62106,2022,export
energy,India,Viet Nam,699,704,5304898621.163693,2022,export
energy,India,Zimbabwe,699,716,113444962.5937664,2022,export
energy,India,Sweden,699,752,335762748.7763138,2022,export
energy,India,Switzerland,699,757,445294704.14733577,2022,export
energy,India,Thailand,699,764,6256222931.926721,2022,export
energy,India,Trinidad and Tobago,699,780,25053250.221157476,2022,export
energy,India,United Arab Emirates,699,784,44133015694.143036,2022,export
energy,India,Tunisia,699,788,493925957.1101002,2022,export
energy,India,Ukraine,699,804,250550323.69138908,2022,export
energy,India,Egypt,699,818,4013155663.1667805,2022,export
energy,India,United Kingdom,699,826,10771078055.924927,2022,export
energy,India,USA,699,842,132765393628.55861,2022,export
energy,India,Uzbekistan,699,860,93115707.6675402,2022,export
energy,India,Venezuela,699,862,101236205.16061923,2022,export
energy,India,Yemen,699,887,1125140986.399033,2022,export
energy,Italy,Angola,380,24,482608827.6395136,2022,export
energy,Italy,Azerbaijan,380,31,528915434.87024754,2022,export
energy,Italy,Argentina,380,32,1186277715.4838488,2022,export
energy,Italy,Bahrain,380,48,420844834.3704672,2022,export
energy,Italy,Armenia,380,51,310774975.5383574,2022,export
energy,Italy,Belgium,380,56,11467441181.374441,2022,export
energy,Italy,Bosnia Herzegovina,380,70,694786869.6677376,2022,export
energy,Italy,Br. Virgin Isds,380,92,178800636.93322694,2022,export
energy,Italy,Cameroon,380,120,170958770.0611238,2022,export
energy,Italy,Canada,380,124,9856957593.235506,2022,export
energy,Italy,Sri Lanka,380,144,196023851.82446966,2022,export
energy,Italy,Chile,380,152,550384079.39771,2022,export
energy,Italy,Croatia,380,191,8107350212.134412,2022,export
energy,Italy,Cuba,380,192,64469500.40600804,2022,export
energy,Italy,Cyprus,380,196,1292240876.1153576,2022,export
energy,Italy,Denmark,380,208,2207268342.80989,2022,export
energy,Italy,Dominican Rep.,380,214,787162691.5145413,2022,export
energy,Italy,Finland,380,246,1404128393.7215378,2022,export
energy,Italy,Gibraltar,380,292,1310200817.4178967,2022,export
energy,Italy,Greece,380,300,11336914349.999449,2022,export
energy,Italy,Guatemala,380,320,103796408.98461524,2022,export
energy,Italy,Guinea,380,324,145401949.22571522,2022,export
energy,Italy,Honduras,380,340,57574921.464354135,2022,export
energy,Italy,"China, Hong Kong SAR",380,344,2695357111.6186914,2022,export
energy,Italy,Hungary,380,348,8508031487.0794,2022,export
energy,Italy,Iceland,380,352,120071389.16187595,2022,export
energy,Italy,Ireland,380,372,1188190873.1006722,2022,export
energy,Italy,Côte d'Ivoire,380,384,468845692.9791439,2022,export
energy,Italy,Japan,380,392,9425136896.545887,2022,export
energy,Italy,Kazakhstan,380,398,230861289.38212883,2022,export
energy,Italy,Jordan,380,400,420241952.7176386,2022,export
energy,Italy,Kenya,380,404,269903627.5151511,2022,export
energy,Italy,Rep. of Korea,380,410,6602958525.369783,2022,export
energy,Italy,Kuwait,380,414,1249674981.3108022,2022,export
energy,Italy,Lebanon,380,422,1180816398.435647,2022,export
energy,Italy,Latvia,380,428,209457035.912398,2022,export
energy,Italy,Malaysia,380,458,521346464.5276017,2022,export
energy,Italy,Malta,380,470,2207001507.091066,2022,export
energy,Italy,"Other Asia, nes",380,490,4254935949.349111,2022,export
energy,Italy,Oman,380,512,245439015.75218824,2022,export
energy,Italy,Marshall Isds,380,584,290296392.160643,2022,export
energy,Italy,Panama,380,591,599319034.152525,2022,export
energy,Italy,Peru,380,604,646019945.2987541,2022,export
energy,Italy,Philippines,380,608,534244281.00795543,2022,export
energy,Italy,Poland,380,616,16318383811.879137,2022,export
energy,Italy,Portugal,380,620,3945248372.5016565,2022,export
energy,Italy,Russian Federation,380,643,4857446881.396231,2022,export
energy,Italy,Saudi Arabia,380,682,1575671217.9833758,2022,export
energy,Italy,India,380,699,1346595853.4383688,2022,export
energy,Italy,Viet Nam,380,704,2299142774.3295803,2022,export
energy,Italy,Spain,380,724,54512052111.99378,2022,export
energy,Italy,Sweden,380,752,10175964618.825375,2022,export
energy,Italy,Switzerland,380,757,37928438164.922386,2022,export
energy,Italy,Thailand,380,764,1414093280.7821913,2022,export
energy,Italy,United Arab Emirates,380,784,9508361897.091965,2022,export
energy,Italy,Türkiye,380,792,14174064261.604534,2022,export
energy,Italy,North Macedonia,380,807,246354822.66536433,2022,export
energy,Italy,Egypt,380,818,5576470316.813446,2022,export
energy,Italy,Bunkers,380,837,5858463755.923528,2022,export
energy,Italy,Uzbekistan,380,860,461059310.2023939,2022,export
energy,Italy,Venezuela,380,862,112712926.75588477,2022,export
energy,Italy,"Areas, nes",380,899,3612089560.2502513,2022,export
energy,Japan,Australia,392,36,16782335775.010235,2022,export
energy,Japan,Austria,392,40,761101709.6421349,2022,export
energy,Japan,Bolivia (Plurinational State of),392,68,155238234.94529384,2022,export
energy,Japan,Brazil,392,76,4258990415.4641614,2022,export
energy,Japan,Bulgaria,392,100,277684650.2008752,2022,export
energy,Japan,Cambodia,392,116,415258585.9915086,2022,export
energy,Japan,Sri Lanka,392,144,208903511.7228539,2022,export
energy,Japan,Chile,392,152,975311347.1603466,2022,export
energy,Japan,Costa Rica,392,188,351191263.34161204,2022,export
energy,Japan,Cyprus,392,196,128078230.3961752,2022,export
energy,Japan,Ecuador,392,218,725977923.3567095,2022,export
energy,Japan,El Salvador,392,222,148700913.2325764,2022,export
energy,Japan,France,392,251,8864734107.13446,2022,export
energy,Japan,Germany,392,276,17585263881.89735,2022,export
energy,Japan,Ghana,392,288,117228996.56900184,2022,export
energy,Japan,Gibraltar,392,292,97584870.26410401,2022,export
energy,Japan,Guam,392,316,211869479.9755126,2022,export
energy,Japan,Honduras,392,340,60279580.75883112,2022,export
energy,Japan,"China, Hong Kong SAR",392,344,10664230851.082739,2022,export
energy,Japan,Hungary,392,348,1183089193.4076238,2022,export
energy,Japan,Kazakhstan,392,398,704051229.9624542,2022,export
energy,Japan,Kenya,392,404,808522383.9976641,2022,export
energy,Japan,Rep. of Korea,392,410,45292591830.401855,2022,export
energy,Japan,Kuwait,392,414,2553729135.854493,2022,export
energy,Japan,Luxembourg,392,442,1025512990.8402514,2022,export
energy,Japan,Mexico,392,484,12375135909.921896,2022,export
energy,Japan,Mozambique,392,508,45960922.14559316,2022,export
energy,Japan,Oman,392,512,1479193721.0304658,2022,export
energy,Japan,Netherlands,392,528,4932109652.550794,2022,export
energy,Japan,New Zealand,392,554,4325402801.258799,2022,export
energy,Japan,Pakistan,392,586,2307917083.7190366,2022,export
energy,Japan,Panama,392,591,4906031632.611687,2022,export
energy,Japan,Papua New Guinea,392,598,210589266.92080796,2022,export
energy,Japan,Peru,392,604,820338842.059943,2022,export
energy,Japan,Philippines,392,608,8247385118.000296,2022,export
energy,Japan,Portugal,392,620,251259244.34046894,2022,export
energy,Japan,India,392,699,22496914486.992832,2022,export
energy,Japan,South Africa,392,710,2450104782.206881,2022,export
energy,Japan,Sweden,392,752,687908758.7804012,2022,export
energy,Japan,Switzerland,392,757,1023379932.2635223,2022,export
energy,Japan,Thailand,392,764,34577045932.18894,2022,export
energy,Japan,Ukraine,392,804,368169041.04763705,2022,export
energy,Japan,Uzbekistan,392,860,453062885.0989333,2022,export
energy,Japan,Yemen,392,887,335901145.08461,2022,export
energy,Mexico,Australia,484,36,690715021.5666751,2022,export
energy,Mexico,Austria,484,40,165786054.64453262,2022,export
energy,Mexico,Brazil,484,76,1044668717.0845286,2022,export
energy,Mexico,Canada,484,124,20205323274.956093,2022,export
energy,Mexico,Colombia,484,170,3402425334.510686,2022,export
energy,Mexico,Denmark,484,208,161733760.19422573,2022,export
energy,Mexico,"China, Hong Kong SAR",484,344,242056012.03081253,2022,export
energy,Mexico,Italy,484,380,586245690.658701,2022,export
energy,Mexico,Japan,484,392,2339929542.5778127,2022,export
energy,Mexico,"Other Asia, nes",484,490,6542389237.162343,2022,export
energy,Mexico,New Zealand,484,554,221600152.69083318,2022,export
energy,Mexico,"Other Europe, nes",484,568,3006089606.028747,2022,export
energy,Mexico,Panama,484,591,1632902102.4632638,2022,export
energy,Mexico,Poland,484,616,631047518.8807225,2022,export
energy,Mexico,Viet Nam,484,704,220336079.28399482,2022,export
energy,Mexico,Spain,484,724,2066248026.8039052,2022,export
energy,Mexico,Thailand,484,764,473970060.5353546,2022,export
energy,Mexico,Türkiye,484,792,333006998.6013089,2022,export
energy,Mexico,USA,484,842,471342271350.61664,2022,export
energy,Mexico,Venezuela,484,862,252240382.88721055,2022,export
energy,Mexico,"Areas, nes",484,899,5262971386.563453,2022,export
energy,Netherlands,Azerbaijan,528,31,160324561.40009296,2022,export
energy,Netherlands,Austria,528,40,1889009852.8751316,2022,export
energy,Netherlands,Bahrain,528,48,179759064.91047212,2022,export
energy,Netherlands,Armenia,528,51,79197748.17056356,2022,export
energy,Netherlands,Bosnia Herzegovina,528,70,208336940.75421476,2022,export
energy,Netherlands,Cabo Verde,528,132,55834837.80285314,2022,export
energy,Netherlands,Cayman Isds,528,136,1896923426.5557685,2022,export
energy,Netherlands,Chile,528,152,627957884.0533196,2022,export
energy,Netherlands,Ethiopia,528,231,148751149.0678848,2022,export
energy,Netherlands,Estonia,528,233,1406890914.5264797,2022,export
energy,Netherlands,Faeroe Isds,528,234,152434033.84472263,2022,export
energy,Netherlands,Greece,528,300,696616752.5439781,2022,export
energy,Netherlands,Guinea,528,324,481436410.3771888,2022,export
energy,Netherlands,Hungary,528,348,5272974772.355,2022,export
energy,Netherlands,Ireland,528,372,8725863144.678707,2022,export
energy,Netherlands,Kenya,528,404,960428565.3078266,2022,export
energy,Netherlands,Rep. of Korea,528,410,8700564021.932579,2022,export
energy,Netherlands,Lebanon,528,422,281165065.32676893,2022,export
energy,Netherlands,Libya,528,434,219951179.59500524,2022,export
energy,Netherlands,Lithuania,528,440,3398018847.151436,2022,export
energy,Netherlands,Luxembourg,528,442,937196888.6539258,2022,export
energy,Netherlands,Malaysia,528,458,1121428568.5596669,2022,export
energy,Netherlands,Mali,528,466,215105124.3202873,2022,export
energy,Netherlands,Malta,528,470,616264315.7854558,2022,export
energy,Netherlands,Mauritania,528,478,254534625.57048994,2022,export
energy,Netherlands,Mexico,528,484,6292543117.939827,2022,export
energy,Netherlands,Rep. of Moldova,528,498,42885475.68730511,2022,export
energy,Netherlands,Norway,528,579,11970306002.79885,2022,export
energy,Netherlands,Marshall Isds,528,584,333466166.4482877,2022,export
energy,Netherlands,Pakistan,528,586,844063810.5062141,2022,export
energy,Netherlands,Philippines,528,608,845897794.3698264,2022,export
energy,Netherlands,Serbia,528,688,1218337703.6575928,2022,export
energy,Netherlands,India,528,699,2327935805.311322,2022,export
energy,Netherlands,Singapore,528,702,2311459179.390267,2022,export
energy,Netherlands,Slovakia,528,703,2670546418.6933737,2022,export
energy,Netherlands,Slovenia,528,705,2118306443.3230596,2022,export
energy,Netherlands,Spain,528,724,33188452268.421993,2022,export
energy,Netherlands,Suriname,528,740,101091240.80840729,2022,export
energy,Netherlands,Sweden,528,752,9646411702.087399,2022,export
energy,Netherlands,United Arab Emirates,528,784,2981063414.429437,2022,export
energy,Netherlands,Tunisia,528,788,404510797.1816426,2022,export
energy,Netherlands,USA,528,842,8402880405.979176,2022,export
energy,Netherlands,Uzbekistan,528,860,150719774.77088937,2022,export
energy,Netherlands,"Areas, nes",528,899,2234470448.349833,2022,export
energy,Rep. of Korea,Angola,410,24,113622643.11971168,2022,export
energy,Rep. of Korea,Azerbaijan,410,31,63745413.764667064,2022,export
energy,Rep. of Korea,Bahamas,410,44,167503456.26982048,2022,export
energy,Rep. of Korea,Bangladesh,410,50,3876133553.649203,2022,export
energy,Rep. of Korea,Bermuda,410,60,327122766.8970296,2022,export
energy,Rep. of Korea,Cambodia,410,116,384273772.3958135,2022,export
energy,Rep. of Korea,Sri Lanka,410,144,141687299.8177791,2022,export
energy,Rep. of Korea,Colombia,410,170,1397056382.0518804,2022,export
energy,Rep. of Korea,Cyprus,410,196,190694529.65505,2022,export
energy,Rep. of Korea,Czechia,410,203,1279576436.4597425,2022,export
energy,Rep. of Korea,Dominican Rep.,410,214,185860699.07865253,2022,export
energy,Rep. of Korea,Ecuador,410,218,681170892.5451235,2022,export
energy,Rep. of Korea,Fiji,410,242,274679293.74721396,2022,export
energy,Rep. of Korea,Finland,410,246,282126723.7702988,2022,export
energy,Rep. of Korea,Germany,410,276,13406292832.634087,2022,export
energy,Rep. of Korea,Greece,410,300,1008521660.3560162,2022,export
energy,Rep. of Korea,Guatemala,410,320,113654907.43935445,2022,export
energy,Rep. of Korea,Honduras,410,340,46957533.49947251,2022,export
energy,Rep. of Korea,"China, Hong Kong SAR",410,344,41341647568.5433,2022,export
energy,Rep. of Korea,Hungary,410,348,5729234043.481188,2022,export
energy,Rep. of Korea,Indonesia,410,360,8095901495.699075,2022,export
energy,Rep. of Korea,Israel,410,376,557041050.409929,2022,export
energy,Rep. of Korea,Malaysia,410,458,13423683880.129622,2022,export
energy,Rep. of Korea,Oman,410,512,165337830.38847417,2022,export
energy,Rep. of Korea,Netherlands,410,528,10453140536.571161,2022,export
energy,Rep. of Korea,Nigeria,410,566,1113239140.4345372,2022,export
energy,Rep. of Korea,Panama,410,591,516350699.81144285,2022,export
energy,Rep. of Korea,Papua New Guinea,410,598,235426746.45636612,2022,export
energy,Rep. of Korea,Philippines,410,608,12476029432.43713,2022,export
energy,Rep. of Korea,Poland,410,616,7839831611.962398,2022,export
energy,Rep. of Korea,Portugal,410,620,340446886.03036886,2022,export
energy,Rep. of Korea,Singapore,410,702,32173907502.793026,2022,export
energy,Rep. of Korea,Western Sahara,410,732,101730258.13842689,2022,export
energy,Rep. of Korea,Sweden,410,752,724218465.2499529,2022,export
energy,Rep. of Korea,Togo,410,768,2099304050.2597477,2022,export
energy,Rep. of Korea,Tunisia,410,788,131653897.52123204,2022,export
energy,Spain,Algeria,724,12,1050816743.4590869,2022,export
energy,Spain,Australia,724,36,2241409618.948988,2022,export
energy,Spain,Bangladesh,724,50,294928093.28694314,2022,export
energy,Spain,Belgium,724,56,28236039131.012665,2022,export
energy,Spain,Brazil,724,76,4435216551.8640995,2022,export
energy,Spain,Canada,724,124,1692833041.6652923,2022,export
energy,Spain,Colombia,724,170,2257103230.6742296,2022,export
energy,Spain,Croatia,724,191,438517147.07760715,2022,export
energy,Spain,Denmark,724,208,1291825965.0859103,2022,export
energy,Spain,Dominican Rep.,724,214,405245723.6092081,2022,export
energy,Spain,Estonia,724,233,273214165.91142875,2022,export
energy,Spain,Georgia,724,268,212778873.45958218,2022,export
energy,Spain,Honduras,724,340,58628789.92996695,2022,export
energy,Spain,Hungary,724,348,498051786.01043296,2022,export
energy,Spain,Iraq,724,368,138609364.695912,2022,export
energy,Spain,Ireland,724,372,3903462608.831761,2022,export
energy,Spain,Israel,724,376,1657647308.3718827,2022,export
energy,Spain,Italy,724,380,30445508027.128925,2022,export
energy,Spain,Côte d'Ivoire,724,384,430948486.54480225,2022,export
energy,Spain,Kazakhstan,724,398,302749652.9726636,2022,export
energy,Spain,Jordan,724,400,634401951.106568,2022,export
energy,Spain,Kuwait,724,414,528071021.08710784,2022,export
energy,Spain,Lebanon,724,422,405732760.4746884,2022,export
energy,Spain,Lithuania,724,440,588679199.5330809,2022,export
energy,Spain,Mali,724,466,31438119.90908942,2022,export
energy,Spain,"Other Asia, nes",724,490,577335738.3890725,2022,export
energy,Spain,New Zealand,724,554,383111962.4303819,2022,export
energy,Spain,Nigeria,724,566,553448448.5732708,2022,export
energy,Spain,"Other Europe, nes",724,568,18917997888.06746,2022,export
energy,Spain,Pakistan,724,586,391586008.32501423,2022,export
energy,Spain,Paraguay,724,600,240050378.89435014,2022,export
energy,Spain,Philippines,724,608,640366990.5418628,2022,export
energy,Spain,Qatar,724,634,178990504.4865436,2022,export
energy,Spain,Viet Nam,724,704,380973473.27887607,2022,export
energy,Spain,Slovenia,724,705,1112224887.6953666,2022,export
energy,Spain,Sweden,724,752,1806440173.5438442,2022,export
energy,Spain,Switzerland,724,757,3969917461.061305,2022,export
energy,Spain,United Arab Emirates,724,784,2749487209.847359,2022,export
energy,Spain,United Kingdom,724,826,21437488795.043556,2022,export
energy,Spain,Uruguay,724,858,185569495.32153642,2022,export
energy,United Kingdom,Algeria,826,12,100020941.1479064,2022,export
energy,United Kingdom,Angola,826,24,176627099.0893927,2022,export
energy,United Kingdom,Azerbaijan,826,31,754523633.8745067,2022,export
energy,United Kingdom,Australia,826,36,1239904947.5531027,2022,export
energy,United Kingdom,Sri Lanka,826,144,213569181.2438077,2022,export
energy,United Kingdom,China,826,156,54757682385.81997,2022,export
energy,United Kingdom,Colombia,826,170,210467630.5064782,2022,export
energy,United Kingdom,Cyprus,826,196,443562245.8614764,2022,export
energy,United Kingdom,Dominican Rep.,826,214,276998301.4558356,2022,export
energy,United Kingdom,Ethiopia,826,231,589655529.0513712,2022,export
energy,United Kingdom,Finland,826,246,1707480772.0374985,2022,export
energy,United Kingdom,Germany,826,276,9859875471.970732,2022,export
energy,United Kingdom,Gibraltar,826,292,765079147.2706925,2022,export
energy,United Kingdom,Greece,826,300,549456265.8206254,2022,export
energy,United Kingdom,Guyana,826,328,99583890.16065198,2022,export
energy,United Kingdom,Hungary,826,348,1106077499.9147227,2022,export
energy,United Kingdom,Indonesia,826,360,1142615194.64524,2022,export
energy,United Kingdom,Israel,826,376,544165746.0555502,2022,export
energy,United Kingdom,Italy,826,380,6893368392.693545,2022,export
energy,United Kingdom,Kazakhstan,826,398,318008185.7445248,2022,export
energy,United Kingdom,Kenya,826,404,383395727.3574938,2022,export
energy,United Kingdom,Latvia,826,428,499084037.2195225,2022,export
energy,United Kingdom,Lithuania,826,440,1396262250.5201237,2022,export
energy,United Kingdom,Luxembourg,826,442,1035119420.8750387,2022,export
energy,United Kingdom,"China, Macao SAR",826,446,258959661.64233223,2022,export
energy,United Kingdom,Malta,826,470,616458959.4359539,2022,export
energy,United Kingdom,Morocco,826,504,580531634.3375376,2022,export
energy,United Kingdom,Netherlands,826,528,14326600863.391422,2022,export
energy,United Kingdom,Nicaragua,826,558,322039196.3472485,2022,export
energy,United Kingdom,Norway,826,579,1011159579.9952079,2022,export
energy,United Kingdom,Panama,826,591,666422355.1474487,2022,export
energy,United Kingdom,Poland,826,616,5067744316.190073,2022,export
energy,United Kingdom,Romania,826,642,1237602480.7602715,2022,export
energy,United Kingdom,Senegal,826,686,316110182.61335164,2022,export
energy,United Kingdom,India,826,699,6697193001.364105,2022,export
energy,United Kingdom,Singapore,826,702,13260360157.907959,2022,export
energy,United Kingdom,Switzerland,826,757,32801434545.709385,2022,export
energy,United Kingdom,United Arab Emirates,826,784,20428583110.90156,2022,export
energy,United Kingdom,North Macedonia,826,807,975123553.2380509,2022,export
energy,United Kingdom,Bunkers,826,837,629794500.6969925,2022,export
energy,United Kingdom,Uruguay,826,858,223614616.81589285,2022,export
energy,United Kingdom,"Areas, nes",826,899,20523168167.386265,2022,export
energy,USA,Albania,842,8,51245218.55194005,2022,export
energy,USA,Algeria,842,12,414478369.47050625,2022,export
energy,USA,Angola,842,24,132862738.59108336,2022,export
energy,USA,Australia,842,36,48552535159.17741,2022,export
energy,USA,Austria,842,40,3115636615.060097,2022,export
energy,USA,Barbados,842,52,1304135768.1033845,2022,export
energy,USA,Belize,842,84,198500691.23204195,2022,export
energy,USA,Brunei Darussalam,842,96,83836194.69319914,2022,export
energy,USA,Cambodia,842,116,427394295.85561454,2022,export
energy,USA,Cameroon,842,120,118836870.60281558,2022,export
energy,USA,Canada,842,124,444710453166.8085,2022,export
energy,USA,Cayman Isds,842,136,876431150.471555,2022,export
energy,USA,Sri Lanka,842,144,197492150.71766675,2022,export
energy,USA,China,842,156,159489530454.88846,2022,export
energy,USA,Colombia,842,170,19312336747.525223,2022,export
energy,USA,Croatia,842,191,644676227.0094472,2022,export
energy,USA,Denmark,842,208,3515408866.926175,2022,export
energy,USA,Finland,842,246,3576622638.621777,2022,export
energy,USA,France,842,251,40213885164.02938,2022,export
energy,USA,Djibouti,842,262,67796222.43095852,2022,export
energy,USA,Gabon,842,266,81892536.63237317,2022,export
energy,USA,Germany,842,276,119546097511.60254,2022,export
energy,USA,Ghana,842,288,383072243.33368546,2022,export
